time_step,episode,reward,cumulative_reward,balance,stake_a,stake_b,p_chosen,correct
30512,3250,-117.30,-117.30,882.70,0.00,117.30,0.26,0
30513,3250,0.00,-117.30,882.70,0.00,0.00,0.01,0
30514,3250,-882.70,-1000.00,0.00,226.61,656.09,0.37,0
30515,3251,-1000.00,-1000.00,0.00,0.00,713.48,0.23,0
30516,3252,-1000.00,-1000.00,0.00,216.87,783.13,0.39,0
30517,3253,-800.12,-800.12,199.88,0.00,800.12,0.23,0
30518,3253,-151.22,-951.34,48.66,0.00,151.22,0.26,0
30519,3253,-13.05,-964.39,35.61,0.00,13.05,0.09,0
30520,3253,-35.61,-1000.00,0.00,17.80,17.80,0.06,0
30521,3254,1000.00,1000.00,2000.00,0.00,1000.00,0.38,1
30522,3254,1000.00,2000.00,3000.00,0.00,2000.00,0.39,1
30523,3254,1000.00,3000.00,4000.00,1053.47,1946.53,0.29,1
30524,3254,1000.00,4000.00,5000.00,2000.00,2000.00,0.00,1
30525,3254,-1000.00,3000.00,4000.00,4923.73,0.00,0.02,0
30526,3254,1000.00,4000.00,5000.00,1813.85,2186.15,0.24,1
30527,3254,-1000.00,3000.00,4000.00,3424.24,0.00,0.07,0
30528,3254,1000.00,4000.00,5000.00,1871.41,2128.59,0.15,1
30529,3254,1000.00,5000.00,6000.00,1806.44,3193.56,0.05,1
30530,3254,1000.00,6000.00,7000.00,0.00,3493.10,0.11,1
30531,3254,1000.00,7000.00,8000.00,2492.18,4507.82,0.29,1
30532,3254,0.00,7000.00,8000.00,0.00,0.00,0.04,0
30533,3254,1000.00,8000.00,9000.00,0.00,8000.00,0.25,1
30534,3254,-1000.00,7000.00,8000.00,4583.11,4416.89,0.03,0
30535,3254,-1000.00,6000.00,7000.00,2902.73,0.00,0.04,0
30536,3254,1000.00,7000.00,8000.00,0.00,7000.00,0.09,1
30537,3254,1000.00,8000.00,9000.00,1720.68,4359.91,0.31,1
30538,3254,1000.00,9000.00,10000.00,4189.88,4810.12,0.36,1
30539,3254,1000.00,10000.00,11000.00,0.00,10000.00,0.20,1
30540,3254,1000.00,11000.00,12000.00,3473.45,7526.55,0.32,1
30541,3254,1000.00,12000.00,13000.00,4569.28,7430.72,0.26,1
30542,3254,1000.00,13000.00,14000.00,4626.27,8373.73,0.31,1
30543,3254,1000.00,14000.00,15000.00,0.00,11979.79,0.13,1
30544,3254,1000.00,15000.00,16000.00,0.00,15000.00,0.39,1
30545,3254,1000.00,16000.00,17000.00,0.00,16000.00,0.24,1
30546,3254,1000.00,17000.00,18000.00,0.00,13643.59,0.25,1
30547,3254,1000.00,18000.00,19000.00,0.00,18000.00,0.15,1
30548,3254,1000.00,19000.00,20000.00,0.00,19000.00,0.09,1
30549,3254,1000.00,20000.00,21000.00,3190.22,16809.78,0.42,1
30550,3254,1000.00,21000.00,22000.00,10500.00,10500.00,0.26,1
30551,3254,1000.00,22000.00,23000.00,11000.00,11000.00,0.01,1
30552,3254,1000.00,23000.00,24000.00,11054.90,11945.10,0.30,1
30553,3254,-1000.00,22000.00,23000.00,15676.43,8323.57,0.30,0
30554,3254,1000.00,23000.00,24000.00,3480.23,19519.77,0.41,1
30555,3254,1000.00,24000.00,25000.00,0.00,6118.78,0.20,1
30556,3254,1000.00,25000.00,26000.00,12500.00,12500.00,0.18,1
30557,3255,1000.00,1000.00,2000.00,0.00,1000.00,0.29,1
30558,3255,1000.00,2000.00,3000.00,0.00,2000.00,0.19,1
30559,3255,1000.00,3000.00,4000.00,0.00,3000.00,0.01,1
30560,3255,1000.00,4000.00,5000.00,0.00,1445.58,0.20,1
30561,3255,1000.00,5000.00,6000.00,1935.49,3064.51,0.25,1
30562,3255,1000.00,6000.00,7000.00,991.33,5008.67,0.04,1
30563,3255,1000.00,7000.00,8000.00,0.00,7000.00,0.00,1
30564,3255,1000.00,8000.00,9000.00,0.00,8000.00,0.25,1
30565,3255,0.00,8000.00,9000.00,0.00,0.00,0.03,0
30566,3255,1000.00,9000.00,10000.00,0.00,9000.00,0.12,1
30567,3255,1000.00,10000.00,11000.00,0.00,9549.59,0.43,1
30568,3255,1000.00,11000.00,12000.00,5500.00,5500.00,0.02,1
30569,3255,1000.00,12000.00,13000.00,5715.72,6284.28,0.27,1
30570,3255,1000.00,13000.00,14000.00,0.00,13000.00,0.09,1
30571,3255,1000.00,14000.00,15000.00,0.00,14000.00,0.15,1
30572,3255,1000.00,15000.00,16000.00,3477.29,11522.71,0.36,1
30573,3255,1000.00,16000.00,17000.00,0.00,16000.00,0.22,1
30574,3255,1000.00,17000.00,18000.00,0.00,15275.07,0.12,1
30575,3255,1000.00,18000.00,19000.00,9000.00,9000.00,0.00,1
30576,3255,1000.00,19000.00,20000.00,0.00,3507.78,0.14,1
30577,3255,1000.00,20000.00,21000.00,0.00,20000.00,0.44,1
30578,3255,1000.00,21000.00,22000.00,0.00,16009.46,0.41,1
30579,3255,-1000.00,20000.00,21000.00,11000.00,11000.00,0.37,0
30580,3255,-1000.00,19000.00,20000.00,0.00,20498.61,0.44,0
30581,3255,-1000.00,18000.00,19000.00,5486.70,14513.30,0.10,0
30582,3255,-1000.00,17000.00,18000.00,0.00,4526.40,0.18,0
30583,3255,-1000.00,16000.00,17000.00,0.00,16474.75,0.15,0
30584,3255,-1000.00,15000.00,16000.00,223.49,16776.51,0.02,0
30585,3255,0.00,15000.00,16000.00,0.00,0.00,0.02,0
30586,3255,-1000.00,14000.00,15000.00,0.00,16000.00,0.02,0
30587,3255,-1000.00,13000.00,14000.00,0.00,10879.70,0.21,0
30588,3255,-1000.00,12000.00,13000.00,510.97,13489.03,0.16,0
30589,3255,-1000.00,11000.00,12000.00,7181.68,5818.32,0.17,0
30590,3255,-1000.00,10000.00,11000.00,12000.00,0.00,0.02,0
30591,3255,-1000.00,9000.00,10000.00,0.00,9114.80,0.32,0
30592,3255,-1000.00,8000.00,9000.00,2229.56,7770.44,0.18,0
30593,3255,-1000.00,7000.00,8000.00,0.00,9000.00,0.09,0
30594,3255,-1000.00,6000.00,7000.00,0.00,8000.00,0.35,0
30595,3255,-1000.00,5000.00,6000.00,0.00,5479.97,0.24,0
30596,3255,-1000.00,4000.00,5000.00,2295.87,3704.13,0.21,0
30597,3255,-1000.00,3000.00,4000.00,0.00,5000.00,0.28,0
30598,3255,-1000.00,2000.00,3000.00,662.54,3337.46,0.32,0
30599,3255,-1000.00,1000.00,2000.00,535.76,2464.24,0.39,0
30600,3255,-1000.00,0.00,1000.00,830.73,595.47,0.18,0
30601,3255,-1000.00,-1000.00,0.00,393.67,0.00,0.09,0
30602,3256,-514.92,-514.92,485.08,0.00,514.92,0.30,0
30603,3256,-485.08,-1000.00,0.00,0.00,485.08,0.13,0
30604,3257,1000.00,1000.00,2000.00,80.74,919.26,0.43,1
30605,3257,1000.00,2000.00,3000.00,0.00,971.67,0.20,1
30606,3257,1000.00,3000.00,4000.00,1500.00,1500.00,0.22,1
30607,3257,-355.78,2644.22,3644.22,179.05,176.73,0.05,0
30608,3257,1000.00,3644.22,4644.22,1718.93,1925.30,0.17,1
30609,3257,1000.00,4644.22,5644.22,1071.24,3572.99,0.39,1
30610,3257,1000.00,5644.22,6644.22,0.00,595.16,0.05,1
30611,3257,-1000.00,4644.22,5644.22,3081.36,1230.12,0.12,0
30612,3257,-1000.00,3644.22,4644.22,5644.22,0.00,0.02,0
30613,3257,-1000.00,2644.22,3644.22,1255.59,752.21,0.15,0
30614,3257,-1000.00,1644.22,2644.22,1250.87,0.00,0.04,0
30615,3257,1000.00,2644.22,3644.22,0.00,2644.22,0.15,1
30616,3257,1000.00,3644.22,4644.22,428.20,1536.87,0.27,1
30617,3257,1000.00,4644.22,5644.22,382.17,4262.05,0.43,1
30618,3257,1000.00,5644.22,6644.22,2790.18,2854.04,0.17,1
30619,3257,1000.00,6644.22,7644.22,3046.79,3597.43,0.42,1
30620,3257,1000.00,7644.22,8644.22,3199.66,4444.56,0.16,1
30621,3257,1000.00,8644.22,9644.22,4169.16,4475.06,0.26,1
30622,3257,1000.00,9644.22,10644.22,3666.75,5977.48,0.25,1
30623,3257,1000.00,10644.22,11644.22,0.00,9207.52,0.36,1
30624,3257,1000.00,11644.22,12644.22,2683.98,6769.38,0.32,1
30625,3257,1000.00,12644.22,13644.22,6322.11,6322.11,0.32,1
30626,3257,1000.00,13644.22,14644.22,4997.89,8646.33,0.27,1
30627,3257,1000.00,14644.22,15644.22,1230.17,13414.05,0.38,1
30628,3257,1000.00,15644.22,16644.22,4030.36,11613.86,0.38,1
30629,3257,1000.00,16644.22,17644.22,6679.07,9965.15,0.27,1
30630,3257,-1000.00,15644.22,16644.22,11096.15,6548.07,0.10,0
30631,3257,1000.00,16644.22,17644.22,3478.47,13165.75,0.26,1
30632,3257,-1000.00,15644.22,16644.22,10903.68,6740.55,0.11,0
30633,3257,-1000.00,14644.22,15644.22,4548.54,620.19,0.12,0
30634,3257,1000.00,15644.22,16644.22,7822.11,7822.11,0.40,1
30635,3257,1000.00,16644.22,17644.22,0.00,12382.38,0.34,1
30636,3257,1000.00,17644.22,18644.22,0.00,16055.73,0.44,1
30637,3257,1000.00,18644.22,19644.22,0.00,11685.67,0.26,1
30638,3257,1000.00,19644.22,20644.22,0.00,10249.92,0.22,1
30639,3257,1000.00,20644.22,21644.22,5642.53,15001.69,0.23,1
30640,3257,-1000.00,19644.22,20644.22,10371.14,3667.34,0.12,0
30641,3257,1000.00,20644.22,21644.22,10322.11,10322.11,0.03,1
30642,3257,1000.00,21644.22,22644.22,8151.90,13492.32,0.01,1
30643,3257,1000.00,22644.22,23644.22,0.00,332.46,0.11,1
30644,3257,1000.00,23644.22,24644.22,11822.11,11822.11,0.02,1
30645,3257,1000.00,24644.22,25644.22,11448.54,13195.68,0.18,1
30646,3257,-1000.00,23644.22,24644.22,22848.07,2796.16,0.03,0
30647,3257,-1000.00,22644.22,23644.22,24644.22,0.00,0.03,0
30648,3257,1000.00,23644.22,24644.22,0.00,23644.22,0.43,1
30649,3258,-1000.00,-1000.00,0.00,0.00,508.38,0.26,0
30650,3259,-686.38,-686.38,313.62,686.38,0.00,0.14,0
30651,3259,-37.68,-724.06,275.94,37.68,0.00,0.21,0
30652,3259,-1000.00,-1724.06,-724.06,17.32,157.84,0.44,0
30653,3260,-1000.00,-1000.00,0.00,657.64,342.36,0.04,0
30654,3261,-1000.00,-1000.00,0.00,450.09,549.91,0.05,0
30655,3262,-683.17,-683.17,316.83,0.00,683.17,0.33,0
30656,3262,-159.94,-843.11,156.89,0.00,159.94,0.26,0
30657,3262,-156.89,-1000.00,0.00,7.37,149.52,0.44,0
30658,3263,1000.00,1000.00,2000.00,0.00,981.55,0.36,1
30659,3263,1000.00,2000.00,3000.00,657.01,1342.99,0.18,1
30660,3263,1000.00,3000.00,4000.00,0.00,1593.36,0.30,1
30661,3263,1000.00,4000.00,5000.00,1866.04,2133.96,0.15,1
30662,3263,1000.00,5000.00,6000.00,655.32,4344.68,0.12,1
30663,3263,1000.00,6000.00,7000.00,0.00,6000.00,0.42,1
30664,3263,1000.00,7000.00,8000.00,0.00,5859.07,0.25,1
30665,3263,1000.00,8000.00,9000.00,0.00,8000.00,0.03,1
30666,3263,1000.00,9000.00,10000.00,0.00,1476.06,0.01,1
30667,3263,1000.00,10000.00,11000.00,4777.84,5222.16,0.13,1
30668,3263,1000.00,11000.00,12000.00,0.00,8924.50,0.42,1
30669,3263,1000.00,12000.00,13000.00,0.00,12000.00,0.43,1
30670,3263,1000.00,13000.00,14000.00,5574.85,7425.15,0.21,1
30671,3263,-1000.00,12000.00,13000.00,10978.79,2721.86,0.08,0
30672,3263,1000.00,13000.00,14000.00,0.00,13000.00,0.44,1
30673,3263,1000.00,14000.00,15000.00,0.00,14000.00,0.14,1
30674,3263,1000.00,15000.00,16000.00,4477.93,7831.02,0.29,1
30675,3263,1000.00,16000.00,17000.00,0.00,16000.00,0.28,1
30676,3263,1000.00,17000.00,18000.00,4274.13,12725.87,0.38,1
30677,3263,1000.00,18000.00,19000.00,932.70,17067.30,0.38,1
30678,3263,-1000.00,17000.00,18000.00,13204.01,5795.99,0.23,0
30679,3263,1000.00,18000.00,19000.00,6208.17,11791.83,0.27,1
30680,3263,-1000.00,17000.00,18000.00,13288.83,5711.17,0.15,0
30681,3263,1000.00,18000.00,19000.00,0.00,18000.00,0.43,1
30682,3263,-1000.00,17000.00,18000.00,7571.66,6769.22,0.16,0
30683,3263,1000.00,18000.00,19000.00,0.00,17763.98,0.37,1
30684,3263,1000.00,19000.00,20000.00,0.00,14345.73,0.39,1
30685,3263,1000.00,20000.00,21000.00,9983.82,10016.18,0.17,1
30686,3263,1000.00,21000.00,22000.00,0.00,15599.85,0.30,1
30687,3263,1000.00,22000.00,23000.00,8814.00,13186.00,0.29,1
30688,3263,1000.00,23000.00,24000.00,4124.48,18875.52,0.41,1
30689,3263,1000.00,24000.00,25000.00,0.00,6677.90,0.19,1
30690,3263,-1000.00,23000.00,24000.00,13323.55,11676.45,0.28,0
30691,3263,1000.00,24000.00,25000.00,0.00,11313.87,0.30,1
30692,3263,1000.00,25000.00,26000.00,0.00,17477.82,0.29,1
30693,3263,1000.00,26000.00,27000.00,0.00,26000.00,0.00,1
30694,3263,-1000.00,25000.00,26000.00,16782.42,0.00,0.03,0
30695,3263,1000.00,26000.00,27000.00,1164.67,24835.33,0.36,1
30696,3263,-1000.00,25000.00,26000.00,27000.00,0.00,0.02,0
30697,3263,1000.00,26000.00,27000.00,0.00,21803.27,0.04,1
30698,3263,1000.00,27000.00,28000.00,0.00,27000.00,0.22,1
30699,3263,1000.00,28000.00,29000.00,8271.99,19728.01,0.36,1
30700,3263,-1000.00,27000.00,28000.00,12933.58,0.00,0.02,0
30701,3263,1000.00,28000.00,29000.00,0.00,18897.95,0.38,1
30702,3263,-1000.00,27000.00,28000.00,9969.01,0.00,0.00,0
30703,3263,1000.00,28000.00,29000.00,0.00,28000.00,0.33,1
30704,3263,1000.00,29000.00,30000.00,0.00,29000.00,0.15,1
30705,3263,1000.00,30000.00,31000.00,0.00,26123.47,0.33,1
30706,3264,-1000.00,-1000.00,0.00,500.00,500.00,0.00,0
30707,3265,-918.82,-918.82,81.18,219.80,699.02,0.36,0
30708,3265,-15.95,-934.77,65.23,0.00,15.95,0.09,0
30709,3265,-1000.00,-1934.77,-934.77,39.41,25.82,0.33,0
30710,3266,-1000.00,-1000.00,0.00,220.75,779.25,0.16,0
30711,3267,1000.00,1000.00,2000.00,0.00,1000.00,0.42,1
30712,3267,-1000.00,0.00,1000.00,2000.00,0.00,0.00,0
30713,3267,1000.00,1000.00,2000.00,0.00,617.86,0.13,1
30714,3267,1000.00,2000.00,3000.00,739.40,1260.60,0.27,1
30715,3267,1000.00,3000.00,4000.00,1500.00,1500.00,0.02,1
30716,3267,-1000.00,2000.00,3000.00,2472.16,1527.84,0.13,0
30717,3267,-1000.00,1000.00,2000.00,1621.11,941.47,0.15,0
30718,3267,-1000.00,0.00,1000.00,0.00,1172.15,0.34,0
30719,3267,-671.47,-671.47,328.53,671.47,0.00,0.22,0
30720,3267,-1000.00,-1671.47,-671.47,0.00,328.53,0.06,0
30721,3268,-1000.00,-1000.00,0.00,363.95,636.05,0.35,0
30722,3269,-898.37,-898.37,101.63,0.00,898.37,0.06,0
30723,3269,-101.63,-1000.00,0.00,46.52,55.11,0.08,0
30724,3270,-1000.00,-1000.00,0.00,0.00,1000.00,0.08,0
30725,3271,-462.97,-462.97,537.03,0.00,462.97,0.07,0
30726,3271,1000.00,537.03,1537.03,316.97,220.06,0.16,1
30727,3271,0.00,537.03,1537.03,0.00,0.00,0.06,0
30728,3271,-1000.00,-462.97,537.03,499.29,1037.74,0.35,0
30729,3271,1000.00,537.03,1537.03,321.82,215.21,0.18,1
30730,3271,-1000.00,-462.97,537.03,153.03,1384.00,0.26,0
30731,3271,-537.03,-1000.00,0.00,0.00,537.03,0.12,0
30732,3272,-1000.00,-1000.00,0.00,279.30,720.70,0.26,0
30733,3273,1000.00,1000.00,2000.00,389.74,0.00,0.23,1
30734,3273,-1000.00,0.00,1000.00,0.00,2000.00,0.18,0
30735,3273,-245.10,-245.10,754.90,0.00,245.10,0.40,0
30736,3273,1000.00,754.90,1754.90,469.01,0.00,0.14,1
30737,3273,-1000.00,-245.10,754.90,0.00,1754.90,0.09,0
30738,3273,1000.00,754.90,1754.90,44.29,0.00,0.40,1
30739,3273,-1000.00,-245.10,754.90,0.00,1754.90,0.04,0
30740,3273,-82.17,-327.27,672.73,0.00,82.17,0.09,0
30741,3273,-410.23,-737.50,262.50,0.00,410.23,0.26,0
30742,3273,1000.00,262.50,1262.50,77.77,0.00,0.37,1
30743,3273,-1000.00,-737.50,262.50,333.21,929.29,0.38,0
30744,3273,-262.50,-1000.00,0.00,0.00,262.50,0.22,0
30745,3274,0.00,0.00,1000.00,0.00,0.00,0.01,0
30746,3274,1000.00,1000.00,2000.00,0.00,441.94,0.15,1
30747,3274,1000.00,2000.00,3000.00,0.00,2000.00,0.30,1
30748,3274,1000.00,3000.00,4000.00,0.00,3000.00,0.34,1
30749,3274,1000.00,4000.00,5000.00,2000.00,2000.00,0.04,1
30750,3274,1000.00,5000.00,6000.00,1154.71,3845.29,0.25,1
30751,3274,1000.00,6000.00,7000.00,0.00,6000.00,0.03,1
30752,3274,1000.00,7000.00,8000.00,0.00,7000.00,0.31,1
30753,3274,1000.00,8000.00,9000.00,2502.28,5497.72,0.35,1
30754,3274,1000.00,9000.00,10000.00,2602.90,6119.38,0.34,1
30755,3274,1000.00,10000.00,11000.00,3231.28,6768.72,0.35,1
30756,3274,1000.00,11000.00,12000.00,2123.91,8876.09,0.41,1
30757,3274,1000.00,12000.00,13000.00,4227.58,7772.42,0.17,1
30758,3274,1000.00,13000.00,14000.00,4604.75,8395.25,0.29,1
30759,3274,1000.00,14000.00,15000.00,0.00,14000.00,0.00,1
30760,3274,1000.00,15000.00,16000.00,3607.43,11392.57,0.23,1
30761,3274,1000.00,16000.00,17000.00,5801.32,10198.68,0.28,1
30762,3274,-1000.00,15000.00,16000.00,7819.32,9180.68,0.36,0
30763,3274,-1000.00,14000.00,15000.00,8000.00,8000.00,0.07,0
30764,3274,-1000.00,13000.00,14000.00,8516.07,0.00,0.05,0
30765,3274,-1000.00,12000.00,13000.00,0.00,14000.00,0.20,0
30766,3274,-1000.00,11000.00,12000.00,6500.00,6500.00,0.14,0
30767,3274,-1000.00,10000.00,11000.00,0.00,3100.96,0.20,0
30768,3274,-1000.00,9000.00,10000.00,4939.26,0.00,0.01,0
30769,3274,-1000.00,8000.00,9000.00,1426.75,8573.25,0.38,0
30770,3274,-1000.00,7000.00,8000.00,0.00,9000.00,0.32,0
30771,3274,-1000.00,6000.00,7000.00,0.00,8000.00,0.32,0
30772,3274,-1000.00,5000.00,6000.00,2814.12,4185.88,0.29,0
30773,3274,-1000.00,4000.00,5000.00,3000.00,3000.00,0.01,0
30774,3274,-1000.00,3000.00,4000.00,0.00,4010.85,0.38,0
30775,3274,-1000.00,2000.00,3000.00,0.00,1898.59,0.26,0
30776,3274,-1000.00,1000.00,2000.00,1365.65,1634.35,0.17,0
30777,3274,0.00,1000.00,2000.00,0.00,0.00,0.01,0
30778,3274,-1000.00,0.00,1000.00,977.33,1022.67,0.23,0
30779,3274,-1000.00,-1000.00,0.00,487.35,512.65,0.22,0
30780,3275,-1000.00,-1000.00,0.00,0.00,1000.00,0.32,0
30781,3276,-619.04,-619.04,380.96,0.00,619.04,0.30,0
30782,3276,0.00,-619.04,380.96,0.00,0.00,0.32,0
30783,3276,-121.84,-740.88,259.12,0.00,121.84,0.21,0
30784,3276,-259.12,-1000.00,0.00,81.46,177.66,0.15,0
30785,3277,-1000.00,-1000.00,0.00,329.43,543.61,0.33,0
30786,3278,1000.00,1000.00,2000.00,197.06,802.94,0.17,1
30787,3278,1000.00,2000.00,3000.00,879.83,1120.17,0.23,1
30788,3278,1000.00,3000.00,4000.00,0.00,3000.00,0.01,1
30789,3278,1000.00,4000.00,5000.00,0.00,2096.38,0.20,1
30790,3278,1000.00,5000.00,6000.00,0.00,141.17,0.08,1
30791,3278,1000.00,6000.00,7000.00,0.00,1074.99,0.15,1
30792,3278,1000.00,7000.00,8000.00,2054.60,4945.40,0.33,1
30793,3278,1000.00,8000.00,9000.00,0.00,8000.00,0.30,1
30794,3278,1000.00,9000.00,10000.00,2574.46,6425.54,0.25,1
30795,3278,1000.00,10000.00,11000.00,0.00,8632.13,0.42,1
30796,3278,1000.00,11000.00,12000.00,5500.00,5500.00,0.01,1
30797,3278,1000.00,12000.00,13000.00,3472.82,8527.18,0.36,1
30798,3278,1000.00,13000.00,14000.00,6500.00,6500.00,0.06,1
30799,3278,1000.00,14000.00,15000.00,0.00,9306.01,0.31,1
30800,3278,1000.00,15000.00,16000.00,6549.90,8450.10,0.10,1
30801,3278,1000.00,16000.00,17000.00,7122.37,8877.63,0.16,1
30802,3278,-1000.00,15000.00,16000.00,3586.53,0.00,0.09,0
30803,3278,1000.00,16000.00,17000.00,0.00,16000.00,0.13,1
30804,3278,1000.00,17000.00,18000.00,8500.00,8500.00,0.16,1
30805,3278,1000.00,18000.00,19000.00,4350.58,11219.55,0.34,1
30806,3278,1000.00,19000.00,20000.00,0.00,6748.33,0.16,1
30807,3278,1000.00,20000.00,21000.00,8260.65,11739.35,0.28,1
30808,3278,1000.00,21000.00,22000.00,5463.97,15536.03,0.27,1
30809,3278,1000.00,22000.00,23000.00,10818.67,11181.33,0.10,1
30810,3278,1000.00,23000.00,24000.00,732.05,2875.74,0.15,1
30811,3278,1000.00,24000.00,25000.00,7000.33,16999.67,0.40,1
30812,3278,-1000.00,23000.00,24000.00,13374.61,11625.39,0.12,0
30813,3278,0.00,23000.00,24000.00,0.00,0.00,0.01,0
30814,3278,1000.00,24000.00,25000.00,3504.74,12379.81,0.31,1
30815,3278,1000.00,25000.00,26000.00,0.00,25000.00,0.28,1
30816,3278,1000.00,26000.00,27000.00,13000.00,13000.00,0.15,1
30817,3278,1000.00,27000.00,28000.00,0.00,27000.00,0.11,1
30818,3279,-1000.00,-1000.00,0.00,150.90,849.10,0.27,0
30819,3280,-775.85,-775.85,224.15,0.00,775.85,0.41,0
30820,3280,-224.15,-1000.00,0.00,9.76,214.38,0.09,0
30821,3281,-1000.00,-1000.00,0.00,0.00,1000.00,0.32,0
30822,3282,-1000.00,-1000.00,0.00,0.00,1000.00,0.06,0
30823,3283,-1000.00,-1000.00,0.00,0.00,1000.00,0.22,0
30824,3284,1000.00,1000.00,2000.00,500.00,500.00,0.01,1
30825,3284,1000.00,2000.00,3000.00,1000.00,1000.00,0.10,1
30826,3284,1000.00,3000.00,4000.00,0.00,3000.00,0.23,1
30827,3284,1000.00,4000.00,5000.00,0.00,4000.00,0.42,1
30828,3284,1000.00,5000.00,6000.00,0.00,4598.58,0.19,1
30829,3284,1000.00,6000.00,7000.00,1885.33,4114.67,0.21,1
30830,3284,1000.00,7000.00,8000.00,0.00,6609.05,0.43,1
30831,3284,1000.00,8000.00,9000.00,2898.45,5101.55,0.03,1
30832,3284,1000.00,9000.00,10000.00,0.00,9000.00,0.00,1
30833,3284,1000.00,10000.00,11000.00,0.00,10000.00,0.24,1
30834,3284,-1000.00,9000.00,10000.00,5435.07,0.00,0.02,0
30835,3284,1000.00,10000.00,11000.00,0.00,10000.00,0.37,1
30836,3284,1000.00,11000.00,12000.00,0.00,2893.54,0.03,1
30837,3284,1000.00,12000.00,13000.00,0.00,12000.00,0.39,1
30838,3284,1000.00,13000.00,14000.00,910.22,4733.81,0.25,1
30839,3284,1000.00,14000.00,15000.00,6132.02,7867.98,0.06,1
30840,3284,1000.00,15000.00,16000.00,0.00,15000.00,0.39,1
30841,3284,-1000.00,14000.00,15000.00,8137.25,7862.75,0.40,0
30842,3284,1000.00,15000.00,16000.00,5474.25,9525.75,0.25,1
30843,3284,1000.00,16000.00,17000.00,3414.53,12585.47,0.20,1
30844,3284,1000.00,17000.00,18000.00,0.00,3751.19,0.03,1
30845,3284,1000.00,18000.00,19000.00,0.00,18000.00,0.38,1
30846,3284,1000.00,19000.00,20000.00,1087.01,9432.47,0.31,1
30847,3284,-1000.00,18000.00,19000.00,11685.62,8314.38,0.15,0
30848,3284,1000.00,19000.00,20000.00,6711.95,12288.05,0.32,1
30849,3284,1000.00,20000.00,21000.00,3437.48,7616.47,0.25,1
30850,3284,1000.00,21000.00,22000.00,0.00,21000.00,0.29,1
30851,3284,-1000.00,20000.00,21000.00,9694.38,0.00,0.05,0
30852,3284,1000.00,21000.00,22000.00,0.00,21000.00,0.37,1
30853,3284,1000.00,22000.00,23000.00,0.00,13599.63,0.07,1
30854,3284,1000.00,23000.00,24000.00,7893.85,15106.15,0.09,1
30855,3284,1000.00,24000.00,25000.00,0.00,14060.72,0.09,1
30856,3284,1000.00,25000.00,26000.00,0.00,25000.00,0.04,1
30857,3284,1000.00,26000.00,27000.00,10891.27,15108.73,0.29,1
30858,3284,-1000.00,25000.00,26000.00,14768.79,12231.21,0.26,0
30859,3284,1000.00,26000.00,27000.00,0.00,24500.36,0.36,1
30860,3284,1000.00,27000.00,28000.00,0.00,25763.57,0.42,1
30861,3284,1000.00,28000.00,29000.00,0.00,28000.00,0.32,1
30862,3284,1000.00,29000.00,30000.00,14170.92,14829.08,0.14,1
30863,3285,-1000.00,-1000.00,0.00,0.00,1000.00,0.40,0
30864,3286,-1000.00,-1000.00,0.00,103.64,896.36,0.42,0
30865,3287,-1000.00,-1000.00,0.00,0.00,1000.00,0.26,0
30866,3288,-843.08,-843.08,156.92,0.00,843.08,0.40,0
30867,3288,-139.99,-983.07,16.93,22.69,117.30,0.39,0
30868,3288,-16.93,-1000.00,0.00,3.22,13.71,0.35,0
30869,3289,0.00,0.00,1000.00,0.00,0.00,0.25,0
30870,3289,-1000.00,-1000.00,0.00,113.81,375.43,0.43,0
30871,3290,-1000.00,-1000.00,0.00,326.87,673.13,0.17,0
30872,3291,1000.00,1000.00,2000.00,500.00,500.00,0.02,1
30873,3291,1000.00,2000.00,3000.00,0.00,2000.00,0.18,1
30874,3291,1000.00,3000.00,4000.00,1084.06,1915.94,0.31,1
30875,3291,1000.00,4000.00,5000.00,1041.21,2958.79,0.33,1
30876,3291,-1000.00,3000.00,4000.00,3367.48,853.04,0.09,0
30877,3291,1000.00,4000.00,5000.00,82.36,2031.34,0.32,1
30878,3291,1000.00,5000.00,6000.00,1666.47,3333.53,0.42,1
30879,3291,1000.00,6000.00,7000.00,0.00,6000.00,0.03,1
30880,3291,1000.00,7000.00,8000.00,0.00,7000.00,0.44,1
30881,3291,1000.00,8000.00,9000.00,4000.00,4000.00,0.27,1
30882,3291,1000.00,9000.00,10000.00,1997.27,7002.73,0.14,1
30883,3291,1000.00,10000.00,11000.00,0.00,10000.00,0.15,1
30884,3291,1000.00,11000.00,12000.00,850.90,9479.60,0.43,1
30885,3291,1000.00,12000.00,13000.00,0.00,12000.00,0.13,1
30886,3291,1000.00,13000.00,14000.00,0.00,7119.58,0.32,1
30887,3291,1000.00,14000.00,15000.00,3902.68,10097.32,0.24,1
30888,3291,1000.00,15000.00,16000.00,0.00,8086.19,0.14,1
30889,3291,1000.00,16000.00,17000.00,5577.39,6484.29,0.23,1
30890,3291,-1000.00,15000.00,16000.00,3303.30,9154.92,0.13,0
30891,3291,-1000.00,14000.00,15000.00,5233.83,0.00,0.05,0
30892,3291,-1000.00,13000.00,14000.00,0.00,5122.59,0.27,0
30893,3291,-1000.00,12000.00,13000.00,0.00,13700.51,0.20,0
30894,3291,-1000.00,11000.00,12000.00,11647.20,0.00,0.00,0
30895,3291,-1000.00,10000.00,11000.00,5540.88,6459.12,0.16,0
